Date,High,Low,Open,Close,Volume,Adj Close
2010-09-09,102.5,101.13999938964844,102.5,101.31999969482422,26500.0,84.3386001586914
2010-09-10,101.86000061035156,101.30000305175781,101.68000030517578,101.77999877929688,8600.0,84.72152709960938
2010-09-13,103.13999938964844,102.5,102.95999908447266,103.05999755859375,33700.0,85.7869873046875
2010-09-14,103.4800033569336,102.37999725341797,102.83999633789062,103.04000091552734,59400.0,85.77034759521484
2010-09-15,103.37999725341797,102.4000015258789,102.62000274658203,103.30000305175781,9200.0,85.98674011230469
2010-09-16,103.31999969482422,102.69999694824219,103.0199966430664,103.26000213623047,59500.0,85.95345306396484
2010-09-17,103.87999725341797,103.0199966430664,103.87999725341797,103.36000061035156,49300.0,86.0367202758789
2010-09-20,105.04000091552734,103.45999908447266,103.73999786376953,105.04000091552734,19000.0,87.43515014648438
2010-09-21,105.44000244140625,104.27999877929688,105.0199966430664,104.72000122070312,19200.0,87.16876220703125
2010-09-22,105.04000091552734,103.95999908447266,104.55999755859375,104.16000366210938,18100.0,86.70262908935547
2010-09-23,104.33999633789062,103.12000274658203,103.31999969482422,103.30000305175781,33300.0,85.98674011230469
2010-09-24,104.9000015258789,103.86000061035156,103.94000244140625,104.83999633789062,24100.0,87.74260711669922
2010-09-27,104.9800033569336,104.33999633789062,104.9800033569336,104.33999633789062,15000.0,87.32415008544922
2010-09-28,105.0199966430664,103.41999816894531,104.31999969482422,105.0199966430664,49800.0,87.89324188232422
2010-09-29,104.91999816894531,104.22000122070312,104.58000183105469,104.5199966430664,15900.0,87.47478485107422
2010-09-30,105.68000030517578,103.95999908447266,105.19999694824219,104.36000061035156,44700.0,87.34089660644531
2010-10-01,105.16000366210938,104.16000366210938,105.08000183105469,104.72000122070312,17100.0,87.6421890258789
2010-10-04,105.26000213623047,103.5,105.26000213623047,103.83999633789062,88700.0,86.90570068359375
2010-10-05,106.19999694824219,104.81999969482422,105.0199966430664,106.12000274658203,19800.0,88.81387329101562
2010-10-06,106.27999877929688,105.62000274658203,106.12000274658203,105.94000244140625,276900.0,88.66326904296875
2010-10-07,106.5,105.31999969482422,106.5,105.87999725341797,49900.0,88.61302185058594
2010-10-08,106.73999786376953,105.66000366210938,106.0199966430664,106.68000030517578,61500.0,89.28253173828125
2010-10-11,106.83999633789062,106.27999877929688,106.72000122070312,106.5,14200.0,89.13188934326172
2010-10-12,107.23999786376953,105.73999786376953,106.37999725341797,107.12000274658203,42000.0,89.65078735351562
2010-10-13,108.27999877929688,107.23999786376953,107.58000183105469,107.76000213623047,74400.0,90.18641662597656
2010-10-14,107.81999969482422,106.80000305175781,107.69999694824219,107.36000061035156,19100.0,89.85166931152344
2010-10-15,108.08000183105469,106.72000122070312,108.04000091552734,107.55999755859375,54900.0,90.01901245117188
2010-10-18,108.44000244140625,107.44000244140625,107.62000274658203,108.33999633789062,22800.0,90.67182159423828
2010-10-19,107.68000030517578,106.0199966430664,107.13999938964844,106.62000274658203,38500.0,89.23234558105469
2010-10-20,108.16000366210938,106.94000244140625,106.94000244140625,107.76000213623047,22800.0,90.18641662597656
2010-10-21,108.76000213623047,107.30000305175781,108.26000213623047,107.91999816894531,29400.0,90.32032012939453
2010-10-22,108.19999694824219,107.94000244140625,108.16000366210938,108.18000030517578,24800.0,90.53791809082031
2010-10-25,109.27999877929688,108.45999908447266,109.0199966430664,108.5,29600.0,90.80574798583984
2010-10-26,108.55999755859375,107.87999725341797,107.91999816894531,108.4800033569336,15000.0,90.78899383544922
2010-10-27,108.22000122070312,107.22000122070312,107.73999786376953,108.13999938964844,17100.0,90.50446319580078
2010-10-28,108.81999969482422,107.76000213623047,108.76000213623047,108.22000122070312,19200.0,90.5714111328125
2010-10-29,108.41999816894531,108.0,108.0999984741211,108.30000305175781,13400.0,90.63835144042969
2010-11-01,109.41999816894531,107.76000213623047,108.91999816894531,108.36000061035156,51500.0,90.68856048583984
2010-11-02,109.41999816894531,108.86000061035156,109.22000122070312,109.19999694824219,26100.0,91.39158630371094
2010-11-03,109.66000366210938,108.31999969482422,109.41999816894531,109.66000366210938,31800.0,91.77655029296875
2010-11-04,111.80000305175781,110.73999786376953,110.9000015258789,111.72000122070312,49000.0,93.50061798095703
2010-11-05,112.30000305175781,111.68000030517578,111.9000015258789,112.16000366210938,48300.0,93.8688735961914
2010-11-08,112.08000183105469,111.5,111.87999725341797,112.0199966430664,43400.0,93.75167083740234
2010-11-09,112.30000305175781,110.80000305175781,112.18000030517578,111.13999938964844,35700.0,93.01522064208984
2010-11-10,111.5999984741211,110.31999969482422,111.16000366210938,111.55999755859375,28200.0,93.36671447753906
2010-11-11,111.27999877929688,110.41999816894531,110.68000030517578,111.19999694824219,24000.0,93.06542205810547
2010-11-12,110.86000061035156,109.37999725341797,110.4000015258789,109.81999969482422,39400.0,91.91045379638672
2010-11-15,110.5199966430664,109.63999938964844,110.30000305175781,109.72000122070312,202700.0,91.82679748535156
2010-11-16,109.0199966430664,107.4800033569336,109.0199966430664,107.95999908447266,32800.0,90.35380554199219
2010-11-17,108.45999908447266,107.77999877929688,108.05999755859375,108.04000091552734,42400.0,90.42074584960938
2010-11-18,109.91999816894531,109.08000183105469,109.08000183105469,109.63999938964844,26100.0,91.75981140136719
2010-11-19,109.94000244140625,109.04000091552734,109.5,109.9000015258789,20200.0,91.97740936279297
2010-11-22,109.80000305175781,108.58000183105469,109.41999816894531,109.80000305175781,25300.0,91.89371490478516
2010-11-23,108.63999938964844,107.91999816894531,108.55999755859375,108.26000213623047,142400.0,90.60486602783203
2010-11-24,109.77999877929688,108.94000244140625,108.94000244140625,109.66000366210938,30100.0,91.77655029296875
2010-11-26,109.4000015258789,108.81999969482422,108.95999908447266,109.04000091552734,32600.0,91.25768280029297
2010-11-29,109.16000366210938,107.66000366210938,108.36000061035156,108.94000244140625,46000.0,91.17398071289062
2010-11-30,108.86000061035156,107.81999969482422,107.95999908447266,108.18000030517578,91900.0,90.53791809082031
2010-12-01,110.73999786376953,109.87999725341797,109.91999816894531,110.62000274658203,33300.0,92.58000946044922
2010-12-02,112.0999984741211,110.73999786376953,110.73999786376953,112.05999755859375,60600.0,93.7851791381836
2010-12-03,112.45999908447266,111.63999938964844,111.66000366210938,112.33999633789062,184100.0,94.01950073242188
2010-12-06,112.41999816894531,112.0,112.16000366210938,112.19999694824219,64100.0,93.90229797363281
2010-12-07,113.37999725341797,112.19999694824219,113.33999633789062,112.23999786376953,109000.0,93.93583679199219
2010-12-08,112.73999786376953,111.95999908447266,112.4000015258789,112.69999694824219,69000.0,94.32079315185547
2010-12-09,113.33999633789062,112.66000366210938,113.33999633789062,113.12000274658203,54800.0,94.67228698730469
2010-12-10,113.87999725341797,113.22000122070312,113.4800033569336,113.80000305175781,73900.0,95.24140167236328
2010-12-13,114.44000244140625,113.81999969482422,114.31999969482422,113.86000061035156,77000.0,95.2916259765625
2010-12-14,114.36000061035156,113.66000366210938,114.12000274658203,113.91999816894531,59600.0,95.34185028076172
2010-12-15,114.19999694824219,113.23999786376953,113.73999786376953,113.41999816894531,43600.0,94.92337799072266
2010-12-16,114.16000366210938,113.12000274658203,113.55999755859375,114.08000183105469,60600.0,95.47573852539062
2010-12-17,114.33999633789062,113.81999969482422,114.0,114.23999786376953,59100.0,95.60962677001953
2010-12-20,114.73999786376953,113.95999908447266,114.58000183105469,114.4800033569336,72600.0,95.8105239868164
2010-12-21,115.30000305175781,114.77999877929688,114.86000061035156,115.18000030517578,76200.0,96.39637756347656
2010-12-22,115.5999984741211,115.23999786376953,115.33999633789062,115.5999984741211,108200.0,96.74788665771484
2010-12-23,115.5199966430664,115.16000366210938,115.44000244140625,115.41999816894531,57400.0,96.59721374511719
2010-12-27,115.0199966430664,114.4000015258789,114.45999908447266,114.9800033569336,71800.0,96.66954040527344
2010-12-28,115.22000122070312,114.80000305175781,115.22000122070312,115.0999984741211,56600.0,96.7704086303711
2010-12-29,115.44000244140625,115.19999694824219,115.31999969482422,115.19999694824219,53600.0,96.85446166992188
2010-12-30,115.26000213623047,114.87999725341797,115.12000274658203,115.0199966430664,78900.0,96.70314025878906
2010-12-31,115.13999938964844,114.68000030517578,114.86000061035156,115.13999938964844,145700.0,96.80403137207031
2011-01-03,116.66000366210938,115.9000015258789,115.94000244140625,116.22000122070312,119200.0,97.71205139160156
2011-01-04,116.55999755859375,115.5,116.55999755859375,116.12000274658203,108300.0,97.62797546386719
2011-01-05,116.80000305175781,115.72000122070312,115.86000061035156,116.73999786376953,717700.0,98.14920806884766
2011-01-06,116.91999816894531,116.22000122070312,116.83999633789062,116.54000091552734,72400.0,97.98109436035156
2011-01-07,116.86000061035156,115.4800033569336,116.69999694824219,116.30000305175781,82200.0,97.77930450439453
2011-01-10,116.27999877929688,115.4800033569336,115.87999725341797,116.19999694824219,124500.0,97.69522857666016
2011-01-11,116.83999633789062,116.12000274658203,116.66000366210938,116.58000183105469,131700.0,98.01473999023438
